reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
a3305099-ee16-40c0-b934-4e01fa58b985,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Rekomendasi aplikasi trading terbaik nih. Fiturnya lengkap mulai dari dca/recurring buy/pembelian berkala, fitur passkey sidik jari jadi lebih aman, fitur alert jadi ga ketinggalan harga. Aplikasi ini juga simpel gampang untuk pemula. Aplikasinya aman yang pasti juga aplikasi trading legal terlengkap , WD juga gampang banget. Yang pasti fee nya juga rendah dan layanan cs opem 24/7",5,0,2.15.0,2025-01-14 15:04:39,,,2.15.0
6e19fe3e-9ea2-4ac8-88eb-899e9c84ad6f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tokocrypto memiliki UI yang enak dipandang, dengan desain modern dan tata letak yang intuitif. UX-nya sangat nyaman, memudahkan pengguna untuk menjelajahi fitur, melakukan transaksi, dan melacak portofolio dengan efisien. Navigasi yang lancar serta responsivitas platform membuat pengalaman pengguna terasa mulus, baik di aplikasi maupun versi web. Kombinasi UI dan UX yang optimal ini menjadikan Tokocrypto pilihan ideal bagi pemula maupun trader berpengalaman dalam dunia aset kripto.",5,0,2.15.0,2025-01-10 12:45:55,,,2.15.0
cc76635b-8ee5-4735-a05a-a9a4126c89ec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Semua bagus, cuma yg disayangkan jam operasional TKO ada batasannya, jdi semisalnya penarikan/deposito dilakukan jam 12 malam dan seterusnya ga bisa itu si yg kurang, jadi kalo misal ada keperluan mendesak ga bisa satset, klo bisa kirim uang sekejap mata gua yakin pasti jadi aplikasi paling bnyk digunakan si nnti kedepannya",2,4,2.15.0,2024-12-21 00:35:40,"Hi kaka, terima kasih atas masukannya. Kami mengerti kebutuhan akan fleksibilitas transaksi kapan saja. Saran ini akan kami sampaikan untuk pengembangan layanan ke depannya agar lebih baik lagi. Jika ada kendala lain, silakan hubungi CS kami melalui https://tokocrypto.com/chat. Terima kasih atas dukungannya.",2025-01-13 11:05:19,2.15.0
10f4b1a3-42d2-481e-9a72-09098105f175,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Setelah update malah lemot notifikasi transaksi nggak muncul... Juga sering muncul iklan lazada juga... Sangat mengganggu tolong segera di perbaiki bos... Kalo nggak pada pindah ke exchange sebelah lo... Soalnya ini juga penting baanget para trader,5,14,2.14.0,2024-11-12 01:00:18,,,2.14.0
fd5ceda4-dab5-4430-8e5a-bc2d0bb59d1b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ini sangat direkomendasikan untuk trading karena: Fitur pembelian berkala (DCA) dan alert harga memudahkan pengguna. Passkey sidik jari meningkatkan keamanan. UI/UX simpel dan nyaman, cocok untuk pemula. Banyak pilihan kripto dengan fee rendah, bahkan ada trading tanpa biaya. Withdraw cepat, likuiditas tinggi, dan lancar tanpa gangguan. Layanan CS 24/7 siap membantu. Bisa mulai trading dari Rp1.600 saja. Aman, legal, dan lengkap untuk semua kebutuhan trading!",5,2,2.15.0,2025-01-11 16:20:57,,,2.15.0
bceba269-463c-4510-8adf-60138a4cdfd2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tampilan interface nyaman dan mudah dimengerti untuk pemula, kemudahan transaksi dengan banyak pilihan metode pembayaran, dan terdapat banyak pilihan koin. Sangat bagus untuk yang mau mulai trading crypto.",5,0,2.15.0,2024-12-14 00:10:41,,,2.15.0
4789b1ac-fec8-4ab2-9ccc-caeee32fb4e1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awal coba Tokocrypto, saya kira bakal ribet, ternyata super simpel! UI-nya nyaman, cocok buat pemula. Pilihan koinnya banyak banget, jadi bisa eksplor investasi. Withdraw gampang, cuma beberapa klik langsung cair. Selama pake, aman banget dan nggak pernah kena gangguan atau maintenance tiba-tiba. Sekarang, Tokocrypto jadi andalan saya buat trading karena lengkap, cepat, dan praktis abis dah",5,14,2.15.0,2024-12-19 22:08:10,,,2.15.0
dd9e9221-7734-4fe9-b732-e439cd815789,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tokocrypto benar-benar aplikasi trading crypto yang memenuhi kebutuhan saya. Fitur pembelian berkala sangat membantu investasi jangka panjang, dan alert harga memastikan saya tidak ketinggalan momen penting. Aplikasinya simple, mudah digunakan, dengan keamanan ekstra lewat passkey sidik jari. Withdraw cepat, fee rendah, banyak pilihan kripto, dan trading jadi lebih hemat dengan fitur jual beli tanpa trading fee. Ditambah lagi, CS-nya responsif dan aplikasinya stabil. Highly recommended!",5,1,2.15.0,2025-01-10 13:49:37,,,2.15.0
cfd54966-ec91-48be-8d85-58c5f71a7c75,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tokocrypto sangat mudah digunakan, terutama untuk pemula yang baru belajar trading aset kripto. Fitur-fiturnya jelas, proses registrasi cepat, dan transaksi berjalan lancar. Saya juga suka dengan keamanan aplikasinya. Cocok banget untuk yang ingin mulai investasi kripto!",5,0,2.15.0,2025-01-10 11:02:58,,,2.15.0
b07b7247-0a16-4b13-a748-b5e6f1b29ebe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tokocrypto adalah aplikasi cripto paling lengkap,aplikasinya sangat gampang untuk dipakai pemula karna fiturnya yang sederhana,selain itu piliha koin yang disediakan juga banyak dan sudah pasti aman.ditambah lagi untuk withdraw nya cepat sehingga tidak perlu menunggu waktu yang lama,buruan kalian jangan ragu untuk install aplikasi ini",5,8,2.14.0,2024-11-15 15:46:56,,,2.14.0
6420c94d-abe5-4fb6-95c9-5f987f4fddea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi TokoCrypto bener-bener keren! Gampang banget dipakai, bahkan buat yang baru mulai belajar kripto. Proses daftar dan verifikasi juga cepat, jadi nggak perlu nunggu lama. Banyak pilihan aset kripto yang bisa dibeli, dan fitur keamanannya mantappp",5,3,2.15.0,2024-12-11 18:35:52,,,2.15.0
4a6f8840-dc39-49b2-97f9-48cced7f6faf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya sudah mencoba aplikasi ini dan sangat rekomend untuk di coba untuk orang yang akan terjun di dunia cripto karena ada fitur DCA/Recurrring buy/ pembelian berkala yang gampang buat pemula, jadi gak stress kalau harga naik turun, dan jadi gak lupa kalau mau inves selain itu aplikasi ini gampang di pake pemula jadi sekali baca pasti langsung paham dan keamanan/privasinya sangat aman",5,2,2.14.0,2024-11-22 08:34:19,,,2.14.0
e3a10a97-eca2-4b7d-ae79-c12d72f90b3f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ternyata aplikasi tokocrypto simpel dan gampang banget bagi pemula kayak aku buat transaksi dan juga fitur keamananya cangih dan aman banget, pokoknya keren banget deh cocok buat pemula kayak aku",5,0,2.15.0,2025-01-11 21:42:33,,,2.15.0
b4fe5b5a-2e5e-4fb0-bc86-a9932d31b7ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi Tokocrypto bener bener aplikasi trading legal terlengkap, cocok banget buat para pemula yg gamau ribet karna gampang banget dari mulai proses pendaftarannya hingga verifikasi itu sangat mudah dan cepat, juga banyak pilihan koin yg di sediakan yg sudah pasti aman dan secure",5,0,2.15.0,2025-01-10 13:35:31,,,2.15.0
1885bc09-66e4-42b6-a26a-33265bab88f1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Dikit2 log out.. Jd males buka, karena login pake google autenticator gak cocok, pake koslde OTP juga lelet kirimnya.. sms nya telat mulu, 60 detik hilang, kebanyakan kirim OTP jg gak boleh kalo kebanyakan.. demi keamanan gak gitu juga kali.. itu bukan demi keamanan, tp demi mempersulit pemilik akun..",2,15,2.14.1,2024-11-25 14:43:56,"hi kak, terkait kendala yang kakak alami akan Minko sampaikan ke tim terkait ya, terima kasih saran dan masukannya kak😊",2024-12-13 07:09:05,2.14.1
bed12444-9712-4eb0-958b-f1b8cc04a0e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ini sangat memuaskan. Fitur passkey sidik jari membuat login lebih aman dan praktis. Proses withdraw sangat cepat dan mudah, tanpa hambatan. Layanan CS 24/7 juga responsif dan selalu siap membantu kapan saja.",5,0,2.15.0,2025-01-10 13:42:36,,,2.15.0
d80535a4-c7ee-473d-bf3d-3e74cb9c31ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ini benar-benar simple dan gampang dipakai, bahkan untuk pemula sekalipun. Menyediakan banyak pilihan koin, jadi lebih fleksibel untuk trading. Soal keamanan, tidak perlu khawatir karena sudah aman dan secure. Fitur yang ditawarkan juga lengkap, membuatnya jadi aplikasi trading terlengkap di kelasnya. Ditambah lagi, UI dan UX nyaman.",5,6,2.15.0,2024-12-17 13:05:19,,,2.15.0
73afe6fc-6af0-44e9-bf60-c32a0635a9f2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tokocrypto emang juara! Aplikasi trading kripto yang super gampang dipake, bahkan buat pemula kayak aku. Pilihan koinnya banyak banget, jadi puas deh eksplor. Keamanannya juga top, bikin tenang pas trading. UI/UX-nya nyaman banget, bikin transaksi jadi lancar jaya. Withdraw juga gampang banget, dana cepat cair. Pokoknya, Tokocrypto ini aplikasi trading terlengkap dan paling nyaman yang pernah aku coba!",5,5,2.15.0,2024-12-11 17:40:46,,,2.15.0
8027c981-f8e3-41a9-9de8-662a04e38678,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Buat saya yang baru terjun di dunia crypto aplikasi ini bener2 membantu saya karena mudah dipakainya. Ada fitur alert buat reminderin kita agar tak kelewatan big deals. Ada passkey juga agar transaksi lebih mudah, praktis dan aman. Pokoknga bagus deh ni aplikasi jempolan banget👍",5,5,2.14.1,2024-12-02 21:47:24,Terima kasih telah menggunakan Tokocrypto! Kami senang aplikasi kami dapat membantu Anda dalam perjalanan crypto Anda. Kami akan terus berusaha untuk memberikan pengalaman yang lebih baik. Semoga terus sukses dan nyaman menggunakan Tokocrypto!,2024-12-06 17:45:19,2.14.1
2392a01f-3a60-4c9f-a66c-818102b2d72d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pilihan kriptonya sangat beragam, fee rendah, dan ada fitur jual beli tanpa trading fee yang sangat membantu. Proses withdraw gampang, likuiditas bagus, dan aplikasi ini stabil tanpa gangguan maintenance. UI dan UX-nya nyaman banget, cocok untuk pemula maupun profesional.",5,0,2.15.0,2025-01-10 13:52:43,,,2.15.0
c62ca72a-ab8c-4403-968d-20b8e2970ddd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasinya mudah digunakan untuk pemula, ada fitur DCA/Recurring buy, jadi ga stress kalau harga lagi naik turun dan jadi ga lupa kalau mau Inves, pilihan koin banyak simpel dan aman bgt apalagi ada fitur passkey cuma pakai sidik jari aja, dan withdraw juga gampang dan ga ribet",5,10,2.14.1,2024-11-26 07:06:28,,,2.14.1
a9d61b35-64e5-4692-8eb8-b30b71128dec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya sudah mencoba aplikasi Tokocrypto untuk beberapa waktu, dan menurut saya aplikasi ini cukup bagus untuk trading aset kripto, terutama bagi pemula. Antarmuka aplikasinya user-friendly dan cukup intuitif, sehingga memudahkan saya dalam memahami fitur-fitur utama",5,3,2.15.0,2024-12-11 18:19:11,,,2.15.0
e78b4a14-883b-4640-9909-7de939471975,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi Tokocrypto ini cocok banget buat pemula. Karna simpel dan mudah banget dipahami. Selain itu pilihan koin nya juga banyak. Lalu withdraw nya mudah banget. Bakal gue rekomendasi ke temen yang mau belajar trending sih ini.,5,6,2.15.0,2024-12-11 21:30:36,,,2.15.0
37512f08-3bd0-4bac-9758-c5d4cf8f4994,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasinya yang sangat berguna ketika ingin membeli bitcoin dengan tampilan ui yang sederhana memudahkan pengguna lama bahkan untuk pengguna baru pun Cs nya pun cepat tanggap menanggapi semua masalah yang di alami pengguna,5,0,2.15.0,2025-01-12 17:02:47,,,2.15.0
5b0d527c-436c-46bc-a333-5cf09a6d3846,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tokocrypto sangat memudahkan saya sebagai pemula. Aplikasinya simpel, pilihan koin banyak, dan withdraw gampang tanpa ribet. Trading selalu lancar tanpa gangguan maintenance, ditambah UI/UX-nya nyaman banget. Proses transaksi terasa aman dan secure dengan liquidity yang bagus. Benar-benar aplikasi trading terlengkap yang wajib dicoba",5,3,2.15.0,2024-12-16 15:17:48,,,2.15.0
2bdaa2dd-bba7-44ac-a9a7-70059b15508d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Jujur saya baru pertama kali nyoba tranding crypto, saya udah download beberapa aplikasi tapi malah bingung sendiri. Dan waktu nemu tokocrypto ini mau download ragu ragu takutnya kaya yang lain, tapi pas saya coba daftar ternyata gampang dipake pemula, ui enak, simple. Saya juga sudah coba withdraw gampang ternyata. Sekarang justru saya ketagihan buat tranding crypto haha..",5,3,2.14.1,2024-12-02 22:08:53,,,2.14.1
6c3e1388-6673-48ea-81e0-a45db1ae3e3a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pilihan kripto nya sangat beragam, fee rendah dan ada fitur jual beli tanpa tranding fee yg sangat membantu proses withdraw juga gampang likuiditas bagus, dan aplikasi ini stabil tanpa g maintenance , UI dan UX-nya nyaman banget, cocok untuk pemula Gass Download aplikasi nya",5,0,2.15.0,2025-01-12 15:40:13,,,2.15.0
d0d1d7d2-745c-4d42-b300-87467ac6f232,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah nice banget kok nih apk, fiturnya banyak, digunain nya juga ga bikin bingung.. fitur yg gua suka sih fitur alert nya jadi ga ketinggalan harga hehhe.. withdraw jg aman dan mudah.. CS nya juga gercep",5,0,2.15.0,2025-01-12 05:00:51,,,2.15.0
cd9936d7-a631-43b0-aef5-238092005bf6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Performa aplikasi ini sangat cepat dan responsif. Tidak ada lag atau crash sama sekali. Tim pengembang aplikasi ini patut diapresiasi. Mereka selalu memberikan update dan perbaikan yang signifikan.,5,0,2.15.0,2025-01-11 12:56:31,,,2.15.0
a463e516-20f2-4e0f-b50a-99497d0d2bff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini aplikasi trading crypto yang super gampang dipakai, bahkan buat pemula sekalipun. Ada fitur DCA (Pembelian Berkala) jadi kita nggak perlu pusing soal harga naik turun, plus ada alert harga biar nggak ketinggalan kesempatan. UI-nya juga enak dipakai, simpel dan nyaman, ditambah ada fitur verifikasi sidik jari jadi lebih aman. Pilihan koinnya banyak, liquidity juga oke, dan proses withdraw gampang banget. Secara keseluruhan, aplikasi ini lengkap, aman, dan tradingnya lancar tanpa ribett 👍👍",5,3,2.14.0,2024-11-14 21:02:08,,,2.14.0
f0765715-e782-4335-8028-d56e91837dec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya sangat mudah untuk dimengerti, UI dan UX nya sangat nyaman, Tokocrypto juga tempat tranding yang lengkap, transaksinya juga memuaskan, dan yang pasti aman.",5,0,2.15.0,2025-01-11 14:07:02,,,2.15.0
c2ab42ee-5431-4f9d-b969-f7f89200bd13,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awalnya, trading terasa seperti rumit. Tapi setelah pakai aplikasi trading paling lengkap ini, semua terasa simpel.Withdraw gampang banget—klik, proses, beres! Serasa punya asisten pribadi di dunia investasi.",5,0,2.14.0,2024-11-22 08:09:14,,,2.14.0
c94c9594-e087-4f22-ba7f-d89bdc2eb7c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasinya simple banget di pakai apalagi buat pemula, pilihan koin nya juga sangat banyak, suka banget pokoknya, aplikasi ini cocok banget buat kalian yang Masi pemula, buruan deh download.",5,0,2.15.0,2024-12-17 13:28:21,,,2.15.0
6e27771d-9768-4c37-808e-dbf1797c26ac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tokocrypto benar-benar aplikasi trading crypto yang memenuhi kebutuhan saya. Fitur pembelian berkala sangat membantu investasi jangka panjang, dan alert harga memastikan saya tidak ketinggalan momen penting. Aplikasinya simple, mudah digunakan, dengan keamanan ekstra lewat passkey sidik jari.",5,0,2.15.0,2025-01-12 17:05:22,,,2.15.0
882d6f20-5c24-4eab-9dd5-b5a6dbb8bee7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"appnya super duper gampang apalagi kalo dipake pemula jadinya kita gak perlu bingung kalo mau nyoba main ini, appnya juga lancar banget dan pastinya aman!",5,0,2.15.0,2025-01-12 18:00:40,,,2.15.0
